date,trade_executed,strategy_used,pnl,spy_close,scaled_trade_details,error
20240325,True,scaled_primary,-162.8500000000455,519.77,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 520.0, 'premium': 0.18, 'scaled_gross_premium': 450.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 15.750000000000002, 'slippage_cost': 3.6, 'market_impact': 2.25, 'total_costs': 37.85}, 'scaled_net_premium': 412.15, 'spy_close': 519.77, 'scaled_final_pnl': -162.8500000000455, 'outcome': 'ASSIGNED', 'original_pnl': -19.00000000000364}",
20240326,True,scaled_primary,1091.3500000000909,519.71,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 520.0, 'premium': 0.77, 'scaled_gross_premium': 1925.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 67.375, 'slippage_cost': 15.4, 'market_impact': 9.625, 'total_costs': 108.65}, 'scaled_net_premium': 1816.35, 'spy_close': 519.71, 'scaled_final_pnl': 1091.3500000000909, 'outcome': 'ASSIGNED', 'original_pnl': 87.00000000000728}",
20240327,False,,0.0,,,scaling_error: 'contracts'
20240328,False,,0.0,,,scaling_error: 'contracts'
20240403,True,scaled_primary,-1000.0,519.41,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 520.0, 'premium': 0.15, 'scaled_gross_premium': 375.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 13.125000000000002, 'slippage_cost': 3.0, 'market_impact': 1.875, 'total_costs': 34.25}, 'scaled_net_premium': 340.75, 'spy_close': 519.41, 'scaled_final_pnl': -1000, 'outcome': 'ASSIGNED_RISK_STOPPED', 'original_pnl': -97.00000000000637}",
20240404,True,scaled_primary,3339.55,515.32,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 515.0, 'premium': 1.41, 'scaled_gross_premium': 3525.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 123.37500000000001, 'slippage_cost': 28.2, 'market_impact': 17.625, 'total_costs': 185.45}, 'scaled_net_premium': 3339.55, 'spy_close': 515.32, 'scaled_final_pnl': 3339.55, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 274.0}",
20240405,True,scaled_primary,102.75,518.48,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 518.0, 'premium': 0.05, 'scaled_gross_premium': 125.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 4.375, 'slippage_cost': 1.0, 'market_impact': 0.625, 'total_costs': 22.25}, 'scaled_net_premium': 102.75, 'spy_close': 518.48, 'scaled_final_pnl': 102.75, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 2.0}",
20240408,False,,0.0,,,scaling_error: 'contracts'
20240410,True,scaled_primary,-74.65000000007956,512.91,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 513.0, 'premium': 0.07, 'scaled_gross_premium': 175.00000000000003, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 6.125000000000002, 'slippage_cost': 1.4000000000000004, 'market_impact': 0.8750000000000001, 'total_costs': 24.65}, 'scaled_net_premium': 150.35000000000002, 'spy_close': 512.91, 'scaled_final_pnl': -74.65000000007956, 'outcome': 'ASSIGNED', 'original_pnl': -13.000000000006365}",
20240411,True,scaled_primary,1855.549999999875,518.93,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 519.0, 'premium': 0.86, 'scaled_gross_premium': 2150.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 75.25000000000001, 'slippage_cost': 17.2, 'market_impact': 10.75, 'total_costs': 119.45000000000002}, 'scaled_net_premium': 2030.55, 'spy_close': 518.93, 'scaled_final_pnl': 1855.549999999875, 'outcome': 'ASSIGNED', 'original_pnl': 148.99999999999}",
20240412,True,scaled_primary,-406.8499999999318,510.72,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 511.0, 'premium': 0.13, 'scaled_gross_premium': 325.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 11.375000000000002, 'slippage_cost': 2.6, 'market_impact': 1.625, 'total_costs': 31.85}, 'scaled_net_premium': 293.15, 'spy_close': 510.72, 'scaled_final_pnl': -406.8499999999318, 'outcome': 'ASSIGNED', 'original_pnl': -38.99999999999454}",
20240415,True,scaled_primary,4315.35,506.29,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 506.0, 'premium': 1.82, 'scaled_gross_premium': 4550.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 159.25000000000003, 'slippage_cost': 36.4, 'market_impact': 22.75, 'total_costs': 234.65000000000003}, 'scaled_net_premium': 4315.35, 'spy_close': 506.29, 'scaled_final_pnl': 4315.35, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 356.0}",
20240416,False,,0.0,,,scaling_error: 'contracts'
20240417,True,scaled_primary,3052.550000000051,501.79,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 502.0, 'premium': 1.51, 'scaled_gross_premium': 3775.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 132.125, 'slippage_cost': 30.2, 'market_impact': 18.875, 'total_costs': 197.45}, 'scaled_net_premium': 3577.55, 'spy_close': 501.79, 'scaled_final_pnl': 3052.550000000051, 'outcome': 'ASSIGNED', 'original_pnl': 251.0000000000041}",
20240418,True,scaled_primary,613.1499999999659,499.89,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 500.0, 'premium': 0.38, 'scaled_gross_premium': 950.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 33.25, 'slippage_cost': 7.6000000000000005, 'market_impact': 4.75, 'total_costs': 61.85}, 'scaled_net_premium': 888.15, 'spy_close': 499.89, 'scaled_final_pnl': 613.1499999999659, 'outcome': 'ASSIGNED', 'original_pnl': 44.99999999999727}",
20240419,True,scaled_primary,2006.75,496.425,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 496.0, 'premium': 0.85, 'scaled_gross_premium': 2125.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 74.375, 'slippage_cost': 17.0, 'market_impact': 10.625, 'total_costs': 118.25}, 'scaled_net_premium': 2006.75, 'spy_close': 496.425, 'scaled_final_pnl': 2006.75, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 162.0}",
20240422,True,scaled_primary,1697.35,500.61,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 500.0, 'premium': 0.72, 'scaled_gross_premium': 1800.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 63.00000000000001, 'slippage_cost': 14.4, 'market_impact': 9.0, 'total_costs': 102.65}, 'scaled_net_premium': 1697.35, 'spy_close': 500.61, 'scaled_final_pnl': 1697.35, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 136.0}",
20240426,False,,0.0,,,scaling_error: 'contracts'
20240429,True,scaled_primary,150.35000000000002,510.06,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 510.0, 'premium': 0.07, 'scaled_gross_premium': 175.00000000000003, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 6.125000000000002, 'slippage_cost': 1.4000000000000004, 'market_impact': 0.8750000000000001, 'total_costs': 24.65}, 'scaled_net_premium': 150.35000000000002, 'spy_close': 510.06, 'scaled_final_pnl': 150.35000000000002, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 6.000000000000002}",
20240430,False,,0.0,,,scaling_error: 'contracts'
20240501,False,,0.0,,,scaling_error: 'contracts'
20240502,True,scaled_primary,127.84999999996558,504.515,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 505.0, 'premium': 0.57, 'scaled_gross_premium': 1424.9999999999998, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 49.875, 'slippage_cost': 11.399999999999999, 'market_impact': 7.124999999999999, 'total_costs': 84.65}, 'scaled_net_premium': 1340.3499999999997, 'spy_close': 504.515, 'scaled_final_pnl': 127.84999999996558, 'outcome': 'ASSIGNED', 'original_pnl': 7.999999999997257}",
20240503,False,,0.0,,,scaling_error: 'contracts'
20240514,False,,0.0,,,scaling_error: 'contracts'
20240515,True,scaled_primary,1374.5500000001366,529.69,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 530.0, 'premium': 0.91, 'scaled_gross_premium': 2275.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 79.62500000000001, 'slippage_cost': 18.2, 'market_impact': 11.375, 'total_costs': 125.45000000000002}, 'scaled_net_premium': 2149.55, 'spy_close': 529.69, 'scaled_final_pnl': 1374.5500000001366, 'outcome': 'ASSIGNED', 'original_pnl': 111.00000000001091}",
20240516,True,scaled_primary,636.7500000001364,528.69,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 529.0, 'premium': 0.6, 'scaled_gross_premium': 1500.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 52.50000000000001, 'slippage_cost': 12.0, 'market_impact': 7.5, 'total_costs': 88.25}, 'scaled_net_premium': 1411.75, 'spy_close': 528.69, 'scaled_final_pnl': 636.7500000001364, 'outcome': 'ASSIGNED', 'original_pnl': 49.000000000010914}",
20240520,True,scaled_primary,650.1500000000001,530.06,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 530.0, 'premium': 0.28, 'scaled_gross_premium': 700.0000000000001, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 24.500000000000007, 'slippage_cost': 5.600000000000001, 'market_impact': 3.5000000000000004, 'total_costs': 49.85000000000001}, 'scaled_net_premium': 650.1500000000001, 'spy_close': 530.06, 'scaled_final_pnl': 650.1500000000001, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 48.00000000000001}",
20240521,False,,0.0,,,scaling_error: 'contracts'
20240522,True,scaled_primary,2768.35,529.83,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 529.0, 'premium': 1.17, 'scaled_gross_premium': 2925.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 102.37500000000001, 'slippage_cost': 23.400000000000002, 'market_impact': 14.625, 'total_costs': 156.65}, 'scaled_net_premium': 2768.35, 'spy_close': 529.83, 'scaled_final_pnl': 2768.35, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 226.0}",
20240523,True,scaled_primary,364.55,526.1,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 526.0, 'premium': 0.16, 'scaled_gross_premium': 400.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 14.000000000000002, 'slippage_cost': 3.2, 'market_impact': 2.0, 'total_costs': 35.45}, 'scaled_net_premium': 364.55, 'spy_close': 526.1, 'scaled_final_pnl': 364.55, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 24.0}",
20240529,True,scaled_primary,1506.95,526.1,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 526.0, 'premium': 0.64, 'scaled_gross_premium': 1600.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 56.00000000000001, 'slippage_cost': 12.8, 'market_impact': 8.0, 'total_costs': 93.05}, 'scaled_net_premium': 1506.95, 'spy_close': 526.1, 'scaled_final_pnl': 1506.95, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 120.0}",
20240530,True,scaled_primary,1626.7500000000346,522.61,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 523.0, 'premium': 1.1, 'scaled_gross_premium': 2750.0000000000005, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 96.25000000000003, 'slippage_cost': 22.000000000000004, 'market_impact': 13.750000000000002, 'total_costs': 148.25000000000003}, 'scaled_net_premium': 2601.7500000000005, 'spy_close': 522.61, 'scaled_final_pnl': 1626.7500000000346, 'outcome': 'ASSIGNED', 'original_pnl': 133.00000000000276}",
20240531,True,scaled_primary,245.55,527.08,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 527.0, 'premium': 0.11, 'scaled_gross_premium': 275.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 9.625000000000002, 'slippage_cost': 2.2, 'market_impact': 1.375, 'total_costs': 29.45}, 'scaled_net_premium': 245.55, 'spy_close': 527.08, 'scaled_final_pnl': 245.55, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 14.0}",
20240606,True,scaled_primary,633.1499999999205,534.66,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 535.0, 'premium': 0.63, 'scaled_gross_premium': 1575.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 55.12500000000001, 'slippage_cost': 12.6, 'market_impact': 7.875, 'total_costs': 91.85}, 'scaled_net_premium': 1483.15, 'spy_close': 534.66, 'scaled_final_pnl': 633.1499999999205, 'outcome': 'ASSIGNED', 'original_pnl': 48.99999999999363}",
20240611,True,scaled_primary,96.75000000011369,536.95,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 537.0, 'premium': 0.1, 'scaled_gross_premium': 250.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 8.75, 'slippage_cost': 2.0, 'market_impact': 1.25, 'total_costs': 28.25}, 'scaled_net_premium': 221.75, 'spy_close': 536.95, 'scaled_final_pnl': 96.75000000011369, 'outcome': 'ASSIGNED', 'original_pnl': 1.000000000009095}",
20240612,True,scaled_primary,269.35,541.36,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 541.0, 'premium': 0.12, 'scaled_gross_premium': 300.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 10.500000000000002, 'slippage_cost': 2.4, 'market_impact': 1.5, 'total_costs': 30.65}, 'scaled_net_premium': 269.35, 'spy_close': 541.36, 'scaled_final_pnl': 269.35, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 16.0}",
20240613,False,,0.0,,,scaling_error: 'contracts'
20240614,True,scaled_primary,798.7500000000568,542.85,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 543.0, 'premium': 0.5, 'scaled_gross_premium': 1250.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 43.75000000000001, 'slippage_cost': 10.0, 'market_impact': 6.25, 'total_costs': 76.25}, 'scaled_net_premium': 1173.75, 'spy_close': 542.85, 'scaled_final_pnl': 798.7500000000568, 'outcome': 'ASSIGNED', 'original_pnl': 61.00000000000455}",
20240617,True,scaled_primary,554.95,547.1,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 547.0, 'premium': 0.24, 'scaled_gross_premium': 600.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 21.000000000000004, 'slippage_cost': 4.8, 'market_impact': 3.0, 'total_costs': 45.05}, 'scaled_net_premium': 554.95, 'spy_close': 547.1, 'scaled_final_pnl': 554.95, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 40.0}",
20240618,True,scaled_primary,-196.4499999999773,548.49,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 549.0, 'premium': 0.46, 'scaled_gross_premium': 1150.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 40.25000000000001, 'slippage_cost': 9.200000000000001, 'market_impact': 5.75, 'total_costs': 71.45}, 'scaled_net_premium': 1078.55, 'spy_close': 548.49, 'scaled_final_pnl': -196.4499999999773, 'outcome': 'ASSIGNED', 'original_pnl': -18.99999999999818}",
20240620,True,scaled_primary,816.75,547.17,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 547.0, 'premium': 0.35, 'scaled_gross_premium': 875.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 30.625000000000004, 'slippage_cost': 7.0, 'market_impact': 4.375, 'total_costs': 58.25}, 'scaled_net_premium': 816.75, 'spy_close': 547.17, 'scaled_final_pnl': 816.75, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 62.0}",
20240625,True,scaled_primary,248.95000000010225,544.83,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 545.0, 'premium': 0.29, 'scaled_gross_premium': 724.9999999999999, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 25.375, 'slippage_cost': 5.799999999999999, 'market_impact': 3.6249999999999996, 'total_costs': 51.05}, 'scaled_net_premium': 673.9499999999999, 'spy_close': 544.83, 'scaled_final_pnl': 248.95000000010225, 'outcome': 'ASSIGNED', 'original_pnl': 15.000000000008178}",
20240701,True,scaled_primary,102.75,545.34,"{'original_contracts': 2, 'scaled_contracts': 25, 'scaling_factor': 12.5, 'strike': 545.0, 'premium': 0.05, 'scaled_gross_premium': 125.0, 'cost_breakdown': {'commission': 16.25, 'bid_ask_cost': 4.375, 'slippage_cost': 1.0, 'market_impact': 0.625, 'total_costs': 22.25}, 'scaled_net_premium': 102.75, 'spy_close': 545.34, 'scaled_final_pnl': 102.75, 'outcome': 'EXPIRED_WORTHLESS', 'original_pnl': 2.0}",
